id_cliente,nome,email,telefone,data_cadastro,cidade,uf,origem,qtd_pedidos_total,qtd_pedidos_aprovados,qtd_pedidos_recusados,qtd_pedidos_reembolsados,qtd_pedidos_processando,valor_total_gasto,ticket_medio,data_primeiro_pedido,data_ultimo_pedido,qtd_tickets_total,qtd_tickets_abertos,qtd_tickets_resolvidos,qtd_avaliacoes,nota_media_dada,nps_medio_avaliacoes_cliente,qtd_eventos_clickstream,canal_preferido,segmento_ltv,is_ativo_90d,is_em_risco,data_referencia_calculo
08989252-01bd-4d64-bb0f-f94aa4ce3815,Denise Martins,denise316@yahoo.com,+559101066859,2021-11-11,Arapiraca,Alagoas,web,4,4,0,0,0,2409.50,602.38,2023-11-18,2026-03-26,1,0,1,2,4.5,8.5,3,web,Medio,true,false,2026-05-16
40a906db-855d-47bd-a34d-544d7827b8ce,Gerson Prado,gerson.prado520@gmail.com,+558641761733,2022-01-01,Paraibuna,São Paulo,web,7,6,0,1,0,6080.38,868.63,2024-07-02,2025-10-12,2,1,1,2,1.5,1.5,10,web,Alto,false,false,2026-05-16
bae5448e-6d53-4509-a106-a38899534f34,Carla Queiroz,carla_queiroz@hotmail.com,+556964106841,2021-07-21,Poxoréu,Mato Grosso,web,11,7,1,2,1,12221.17,1111.02,2023-05-18,2026-02-27,4,0,4,5,4.0,7.8,4,app,Alto,true,false,2026-05-16
b4d756a5-1bdb-436b-ad36-18c55b3bac9c,Bernardo Zampieri,bernardo.zampieri175@yahoo.com,+551598762839,2024-01-04,Pingo-d'Água,Minas Gerais,web,16,14,2,0,0,34160.04,2135.00,2023-03-14,2026-04-19,1,0,1,10,3.1,6.2,15,web,Alto,true,false,2026-05-16
27dba3dd-b69d-4a54-bcf6-db2462594a63,Tadeu Ferreira,tadeu.ferreira@gmail.com,+558746292707,2022-09-13,Ipixuna,Amazonas,web,7,7,0,0,0,15791.14,2255.88,2024-03-08,2026-04-11,0,0,0,3,4.0,9.0,6,web,Alto,true,false,2026-05-16
58c39f8e-4445-4ac4-8a1c-bb46a379bb51,Nicolas Ferreira,nicolas_ferreirayahoo.com.br,+558973726414,2019-06-21,Pará,Itupiranga,web,2,0,0,1,1,560.87,280.44,2023-09-27,2025-03-02,1,0,1,,,,12,web,Baixo,false,false,2026-05-16
0326f62f-ed1d-4235-9a8a-0583ee23f52d,Miguel Ferreira,miguel_ferreira@,+558944148658,2021-08-05,Mauá,São Paulo,indicacao,5,4,0,1,0,3767.01,753.40,2024-02-29,2026-02-10,1,0,1,5,4.0,8.2,10,app,Medio,false,false,2026-05-16
494a0df9-9a52-4162-8409-c9c06504cd1d,Patricia Domingues,patricia.domingues385@yahoo.com,+558825163593,2023-04-19,Nova Colinas,Maranhão,web,4,3,1,0,0,4821.78,1205.45,2023-05-17,2025-10-06,1,0,1,1,3.0,8.0,3,web,Medio,false,false,2026-05-16
8197383f-e9eb-492b-b317-ad2e9303fc7a,Gerson Pereira,gpereira493@hotmail.com,+558543936131,2021-03-16,Curitiba,Paraná,web,5,5,0,0,0,3056.18,611.24,2023-11-01,2025-11-08,0,0,0,4,4.0,8.5,3,web,Medio,false,false,2026-05-16
07777c4a-8163-478c-8fae-f7a7a0497d1f,Caio Orozco,corozco203@yahoo.com,+559318533879,2019-05-08,Saquarema,Rio de Janeiro,indicacao,4,4,0,0,0,12898.67,3224.67,2023-12-02,2025-03-30,1,0,1,2,4.5,8.5,4,app,Alto,false,false,2026-05-16
73e21cd9-e0e5-429e-918a-bfde56bc9c29,Paulo Lopes,paulo.lopes@gmail.com,+559339339738,2022-02-04,Nossa Senhora de Nazaré,Piauí,indicacao,8,8,0,0,0,12244.05,1530.51,2023-11-04,2025-12-07,3,1,2,4,4.5,9.0,5,web,Alto,false,false,2026-05-16
9e074f6b-aa5d-4741-bd4f-32759a254156,Cristiano Cavalcanti,cristiano_cavalcanti@yahoo.com,+551348790633,2020-03-10,Tucuruí,Pará,web,8,8,0,0,0,11991.68,1498.96,2024-05-17,2025-02-08,1,0,1,5,4.0,8.0,6,web,Alto,false,false,2026-05-16
3bfe3f46-23da-4874-a266-fdb9dce82c37,Veronica Guimarães,veronica.guimaraes860@hotmail.com,+558480220755,2018-07-10,Olinda,Pernambuco,web,3,3,0,0,0,853.90,284.63,2023-10-29,2024-11-19,0,0,0,2,4.0,8.0,7,web,Baixo,false,false,2026-05-16
06bad691-df33-4763-9f37-e833e514f69b,Yara Andrade,yara_andrade@gmail.com,+559158720666,2019-02-16,Pedro de Toledo,São Paulo,web,6,6,0,0,0,9255.97,1542.66,2023-05-05,2025-09-02,2,0,2,2,2.5,5.5,12,web,Alto,false,false,2026-05-16
626a8aa1-a1a3-4c97-a307-23cf32a808ad,Wagner Vargas,wagner506@yahoo.com,+557152112123,2023-03-09,Atibaia,São Paulo,indicacao,3,3,0,0,0,379.37,126.46,2023-12-08,2025-02-01,0,0,0,2,2.5,2.5,6,app,Baixo,false,false,2026-05-16
85051b9e-3cf2-4176-a27a-fa03af601a81,Francielly Prado,francielly_prado@yahoo.com,+558984245738,2020-03-28,Maria Helena,Paraná,app,2,2,0,0,0,403.61,201.81,2024-06-30,2024-12-31,1,0,1,1,5.0,10.0,5,web,Baixo,false,false,2026-05-16
68787ec2-3b03-41d5-b52d-fa89fc9f196d,Yasmin Pereira,yasmin.pereira460@yahoo.com,+557415556901,2022-09-29,Peabiru,Paraná,app,3,2,0,0,1,5762.88,1920.96,2024-01-05,2024-12-14,0,0,0,,,,16,web,Alto,false,false,2026-05-16
45e44167-6803-4d9f-903b-f65b199fb1ff,Rafaela Torres,rafaela.torres@yahoo.com,+559527754892,2021-06-24,Armazém,Santa Catarina,web,4,4,0,0,0,11938.25,2984.56,2024-11-18,2025-05-02,3,1,2,4,4.25,9.25,6,web,Alto,false,false,2026-05-16
580f2567-f363-4d9a-be11-2c3330bf4b71,Miguel Souza,miguel476@gmail.com,+558660678234,2024-10-28,São Paulo,São Paulo,web,5,5,0,0,0,8093.90,1618.78,2023-06-16,2025-08-18,2,0,2,2,4.0,9.0,12,web,Alto,false,false,2026-05-16
06fecdff-0019-4ee0-90f6-bfa6f0d82519,Jefferson Godoy,jefferson.godoy@yahoo.com,+557723814062,2021-03-25,São Caetano do Sul,São Paulo,web,7,6,1,0,0,15572.09,2224.58,2024-01-09,2025-12-03,0,0,0,3,3.0,6.67,9,web,Alto,false,false,2026-05-16
b613fabf-3246-4409-9189-0b4492091ef0,Celso Garcia,celso.garcia@yahoo.com,+554920020085,2021-05-09,Guarulhos,São Paulo,web,7,5,0,1,1,28321.68,4045.95,2023-01-14,2025-09-26,1,0,1,1,1.0,1.0,7,app,Alto,false,false,2026-05-16
dca66c93-b65b-4a41-8e03-719346b1b898,Camila Drummond,camila976@yahoo.com,+558371574471,2019-07-17,Barretos,São Paulo,web,7,7,0,0,0,9412.50,1344.64,2024-01-04,2026-02-21,4,0,4,3,3.67,8.67,4,app,Alto,true,false,2026-05-16
9412a9b3-7aa4-4485-bb73-bef979a6f935,Fernanda Wanderley,fernanda.wanderley@hotmail.com,+557717904106,2024-09-25,Junco do Seridó,Paraíba,web,10,9,1,0,0,6364.78,636.48,2023-06-14,2026-04-12,2,0,2,5,4.2,7.8,5,web,Alto,true,false,2026-05-16
dc50d6ac-ffcf-499d-85e1-f9df4250c1f3,Leandro Alves,lalves458@hotmail.com,+558489901920,2019-03-18,Rio Verde,Goiás,app,6,6,0,0,0,6314.89,1052.48,2023-01-13,2025-01-12,0,0,0,2,2.5,6.0,13,web,Alto,false,false,2026-05-16
40638f84-b69d-46e5-92c8-8f19f931265d,Nicole Sampaio,nicole561@gmail.com,+559791864257,2019-06-17,Carapicuíba,São Paulo,web,3,3,0,0,0,14173.82,4724.61,2023-05-13,2026-03-11,1,0,1,,,,18,web,Alto,true,false,2026-05-16
f1b3142a-9e3d-410a-863e-7542a626bf57,Plinio Xisto,plinio886@hotmail.com,+557431831842,2020-02-08,Uberlândia,Minas Gerais,app,9,8,1,0,0,22866.08,2540.68,2023-04-03,2025-02-15,1,0,1,3,3.33,8.0,6,app,Alto,false,false,2026-05-16
666e1799-c560-4c6e-891f-db7d491b1b98,Kelly Yamamoto,kyamamoto678@yahoo.com,+556543313407,2020-06-18,Brasília,Distrito Federal,web,4,3,1,0,0,572.82,143.21,2023-05-07,2025-11-13,1,0,1,3,2.67,4.0,8,web,Baixo,false,false,2026-05-16
d441c9c8-d3d7-4e45-95ac-784d823b6d13,Penelope Kuhn,penelope.kuhn300@yahoo.com,+559780927219,2019-10-04,Franca,São Paulo,app,15,12,0,3,0,22971.95,1531.46,2023-03-28,2026-02-12,1,0,1,7,3.29,5.57,3,web,Alto,false,false,2026-05-16
1cbe42d3-d0bc-4de0-8bdb-3995e2168cd2,Lucas Amorim,lucas_amorim@yahoo.com,+558686528127,2024-11-14,Camaragibe,Pernambuco,web,5,5,0,0,0,2508.50,501.70,2023-08-02,2025-10-10,0,0,0,3,3.0,5.0,7,app,Medio,false,false,2026-05-16
a4ba8cda-740e-4694-8c0e-ed19eb9a5d1a,Tiago Coelho,tiago_coelho@hotmail.com,+551234994835,2022-11-25,Embu das Artes,São Paulo,web,4,3,0,1,0,2994.91,748.73,2024-10-31,2026-02-19,2,0,2,2,2.0,5.0,7,mobile,Medio,true,false,2026-05-16
72c4717c-fef3-4e04-af4e-f843c6473171,Ana Viana,aviana543outlook.com,+557464214430,2022-06-20,Assis,São Paulo,web,0,0,0,0,0,,,,,0,0,0,,,,5,app,Baixo,,false,2026-05-16
7231ff8d-cbf7-44ee-9ced-b685d8735881,Tania Maciel,tmaciel198@gmail.com,+558346397920,2022-11-22,Boa Vista,Roraima,web,11,11,0,0,0,2623.64,238.51,2023-01-17,2025-09-21,0,0,0,4,3.25,6.0,11,web,Medio,false,false,2026-05-16
b02950c9-4978-4423-8ffd-3d0e43293d73,Elias Oliveira,elias.oliveira675@gmail.com,+558335202858,2022-09-19,Atibaia,São Paulo,web,7,6,1,0,0,4667.19,666.74,2023-01-02,2025-06-10,1,0,1,1,4.0,7.0,8,web,Medio,false,false,2026-05-16
6e2e9433-b50c-404b-9605-40963620b38d,Berenice Evangelista,berenice616@gmail.com,+558421920775,2018-10-18,São José do Rio Preto,São Paulo,web,5,4,1,0,0,9973.55,1994.71,2023-09-24,2025-09-03,0,0,0,3,4.33,9.67,7,app,Alto,false,false,2026-05-16
e4669fc4-cdc2-4652-aad3-2f5c139c2172,Eduardo Iglesias,eduardo_iglesias@hotmail.com,+551296355692,2020-10-30,Caraá,Rio Grande do Sul,web,5,4,1,0,0,2926.64,585.33,2023-04-24,2025-10-01,2,0,2,3,3.33,6.67,11,app,Medio,false,false,2026-05-16
599d68c6-4a2b-49e1-b778-a84ce6e72477,Ester Lopes,ester.lopes940@gmail.com,+559165169921,2020-05-03,Antônio Carlos,Minas Gerais,web,3,3,0,0,0,10253.68,3417.89,2024-03-13,2025-07-22,0,0,0,1,4.0,8.0,8,web,Alto,false,false,2026-05-16
696c74c7-554d-4fea-a2ae-b86e57a347bb,Helena Souza,helena456@yahoo.com,+551196446927,2019-10-29,Mallet,Paraná,web,8,6,1,0,1,15906.91,1988.36,2023-04-15,2026-03-29,4,0,4,2,3.5,8.0,11,web,Alto,true,false,2026-05-16
677e9853-222f-4949-b40a-f74ebc6c871c,Elias Hora,elias_hora@hotmail.com,+559235439927,2021-11-01,Videira,Santa Catarina,web,7,7,0,0,0,3205.73,457.96,2023-04-04,2026-02-25,0,0,0,3,5.0,8.67,6,web,Medio,true,false,2026-05-16
4735ad54-02dd-4bfc-9473-f572ed4a630e,Sandra Horta,sandra_horta@hotmail.com,+558762447209,2022-02-20,Ponta Grossa,Paraná,app,7,6,0,1,0,21980.85,3140.12,2023-08-08,2025-11-20,0,0,0,1,4.0,8.0,8,web,Alto,false,false,2026-05-16
f1843ec7-a5af-41ad-8042-850ddc18262f,Artur Rocha,artur_rocha@gmail.com,+559478844713,2020-08-16,Balneário Camboriú,Santa Catarina,indicacao,10,9,1,0,0,5846.27,584.63,2023-01-27,2025-10-02,2,0,2,7,4.14,8.29,4,app,Alto,false,false,2026-05-16
0f55d0ec-7ec6-4b86-ad39-62101f07dbb7,Eduarda Wanderley,eduarda.wanderley910@yahoo.com,+558991835460,2018-10-16,Osasco,São Paulo,web,6,6,0,0,0,6211.06,1035.18,2023-07-31,2025-07-29,0,0,0,5,3.5,6.5,7,web,Alto,false,false,2026-05-16
d45d0832-8673-4212-8b64-12428ec6d2f2,Ruan Domingues,ruan.domingues@hotmail.com,+558366111534,2022-05-08,São Paulo,São Paulo,web,3,2,0,1,0,2863.77,954.59,2023-09-05,2026-04-22,0,0,0,2,3.0,7.0,5,app,Medio,true,false,2026-05-16
6beec799-fa5d-42d1-aad4-0868188b913d,Viviane Uchoa,viviane.uchoa@gmail.com,+557556011248,2018-11-04,Cruz Machado,Paraná,app,5,4,1,0,0,2374.28,474.86,2023-07-31,2026-01-17,2,0,2,2,3.5,9.0,11,web,Medio,false,false,2026-05-16
46f3a26c-b9c3-47ee-8ab3-425d357fb922,Adriana Tobias,adriana_tobiasyahoo.com.br,+557913128945,2023-06-14,São Carlos,São Paulo,web,9,8,0,1,0,3925.32,436.15,2023-03-15,2024-11-04,1,0,1,5,3.2,5.6,8,web,Medio,false,false,2026-05-16
097e6235-ce30-4604-837a-0a26ce0bbdf9,Beatriz Gomes,beatriz.gomes245@hotmail.com,+559314232893,2023-05-16,Espírito Santo,Rio Grande do Norte,app,4,3,0,0,1,1442.11,360.53,2023-09-01,2026-04-09,2,1,1,2,4.0,9.5,11,web,Medio,true,false,2026-05-16
5ffe6c9d-516b-4c1d-835e-a1f8863d6772,Hannah Godoy,hannah_godoy@hotmail.com,+558940625767,2022-02-24,Caruaru,Pernambuco,app,4,4,0,0,0,5015.70,1253.93,2023-06-29,2025-11-28,2,0,2,3,2.67,3.67,10,web,Alto,false,false,2026-05-16
1535ea2c-8eed-4be3-a86c-99347d38372c,Simone Lacerda,simone_lacerda@cliente3729.com,+551499577523,2022-12-16,Rio Grande da Serra,São Paulo,web,5,5,0,0,0,3674.36,734.87,2024-06-11,2026-03-27,3,0,3,4,4.0,7.0,4,web,Medio,true,false,2026-05-16
2684097f-8570-4f2e-8400-8d33fa7eb90b,Jaqueline Domingues,jdomingues488@gmail.com,+557162750802,2019-09-23,Belém,Pará,web,9,9,0,0,0,10578.34,1175.37,2023-05-31,2026-02-10,1,0,1,5,4.0,9.0,10,app,Alto,false,false,2026-05-16
cdb3efd4-b5ba-48e3-9ea9-aba1aaa03615,Mariana Miranda,mariana.miranda210@hotmail.com,+559362869524,2022-02-09,Araraquara,São Paulo,web,10,10,0,0,0,17718.35,1771.84,2023-06-11,2026-03-08,1,0,1,7,3.57,8.14,16,web,Alto,true,false,2026-05-16
96cc749f-34b2-45d4-b325-09b7609e0c45,Guilherme Franco,guilherme_franco@hotmail.com,+558363235401,2021-10-06,Betim,Minas Gerais,app,4,3,1,0,0,1701.26,425.32,2023-06-16,2025-04-11,0,0,0,1,2.0,0.0,9,web,Medio,false,false,2026-05-16
88a8cde6-b526-468d-abaa-52aa32339b64,Wanessa Souza,wanessa_souza@hotmail.com,+558331456259,2022-01-07,São Paulo,São Paulo,web,8,6,1,0,1,12247.22,1530.90,2023-03-08,2025-07-26,1,1,0,2,4.0,9.0,9,web,Alto,false,false,2026-05-16
4c6a3530-f075-4558-aced-06a877a71fb5,Celso Coelho,celso331@yahoo.com,+559667437084,2018-02-16,Sapiranga,Rio Grande do Sul,app,7,7,0,0,0,8545.09,1220.73,2023-09-04,2026-02-15,2,0,2,2,4.0,9.0,3,app,Alto,true,false,2026-05-16
8d27663a-7558-460a-a910-ed8a4f12f912,Cintia Esteves,cintia_esteves@hotmail.com,+558642752197,2022-05-11,Perdizes,Minas Gerais,app,2,1,0,1,0,2279.73,1139.87,2023-09-18,2025-10-06,0,0,0,1,4.0,9.0,7,web,Medio,false,false,2026-05-16
548eb0d0-2217-4bcb-8a5e-7683c540f9fa,Paula Campos,paula.campos175@hotmail.com,+558254405267,2020-03-30,São Paulo,São Paulo,web,8,8,0,0,0,4990.69,623.84,2023-01-17,2026-02-21,1,0,1,4,4.5,8.0,5,app,Medio,true,false,2026-05-16
b3bd297c-448c-4f98-a33c-f02ae639125a,Thaisa Carvalho,thaisa_carvalho@@gmail.com,+559287073750,2020-09-16,Cristalina,Goiás,web,8,8,0,0,0,7869.32,983.67,2023-02-07,2026-02-25,0,0,0,4,3.75,8.0,12,web,Alto,true,false,2026-05-16
31e8838d-b54e-49cc-b6a4-8b88b8c8e742,Everton Yamamoto,eyamamoto953@gmail.com,+559768723938,2018-04-23,Junqueiro,Alagoas,web,7,6,0,1,0,2710.82,387.26,2023-06-21,2025-07-25,0,0,0,6,3.33,7.83,8,web,Medio,false,false,2026-05-16
61e99dea-26d2-456d-83db-074b47bceaf6,Francielly Guerra,francielly_guerra@hotmail.com,+559242947704,2019-10-17,Camboriú,Santa Catarina,app,5,5,0,0,0,1890.12,378.02,2023-01-02,2026-01-20,1,0,1,1,2.0,0.0,5,web,Medio,false,false,2026-05-16
48409880-01cf-4053-9106-048c84372d81,Daniel Domingues,daniel_domingues@gmail.com,+551439894556,2019-06-09,Ouricuri,Pernambuco,web,9,6,2,1,0,12146.92,1349.66,2023-01-25,2025-10-26,0,0,0,3,3.33,6.0,3,app,Alto,false,false,2026-05-16
6181c12b-ff51-4330-a95a-f1f00b8eeb63,Nilton Alves,nilton381@yahoo.com,+558132905168,2022-06-06,Rio de Janeiro,Rio de Janeiro,indicacao,5,4,1,0,0,1209.68,241.94,2023-01-24,2024-12-28,1,0,1,2,4.0,7.0,7,web,Medio,false,false,2026-05-16
9d817421-b6b8-48cc-b6b3-cefc3e5c7c74,Osmar Evangelista,osmar.evangelista@gmail.com,+558722264666,2021-08-21,Foz do Iguaçu,Paraná,indicacao,7,7,0,0,0,15784.93,2254.99,2023-02-17,2025-06-24,0,0,0,4,4.5,9.0,10,app,Alto,false,false,2026-05-16
788ded9e-db69-4f19-bfee-c23e7c71818f,Xuxa Nogueira,xuxa591@hotmail.com,+558202109545,2018-03-16,Itaboraí,Rio de Janeiro,web,2,1,1,0,0,458.33,229.17,2024-07-30,2025-09-19,0,0,0,2,3.5,8.0,4,app,Baixo,false,false,2026-05-16
b1d563c9-7b28-438d-9af8-cfeaf1200fa6,Kevin Guerra,kguerra348@yahoo.com,+558661401879,2020-05-02,Presidente Getúlio,Santa Catarina,web,6,6,0,0,0,2999.17,499.86,2023-07-13,2025-05-11,1,0,1,3,4.0,9.33,8,web,Medio,false,false,2026-05-16
ea4e8685-9cda-432f-aa79-0277cca0dcab,Wendell Inocencio,wendell911@yahoo.com,+551117076549,2022-03-10,Sobral,Ceará,app,6,5,1,0,0,24876.10,4146.02,2024-01-20,2025-12-06,1,0,1,3,4.67,8.0,5,web,Alto,false,false,2026-05-16
b9ff1f01-cb76-4b08-9b4b-107b8e534797,Adriana Luz,adriana.luz460@yahoo.com,+558437202965,2018-03-20,Brasília,Distrito Federal,web,5,5,0,0,0,8337.77,1667.55,2023-02-15,2024-05-16,2,0,2,3,3.33,7.0,10,web,Alto,false,false,2026-05-16
3f5ad3a2-00af-4d74-bd8e-5b58710918dc,Sabrina Bessa,sabrina_bessa@hotmail.com,+559127369183,2023-04-04,Cotia,São Paulo,app,4,4,0,0,0,3556.77,889.19,2023-02-24,2025-04-06,1,0,1,2,4.5,8.0,4,web,Medio,false,false,2026-05-16
102d9c80-4cab-4aea-a79b-e24230424821,Flavio Correia,flavio381@yahoo.com,+551729558397,2022-11-10,Paranavaí,Paraná,app,7,7,0,0,0,2369.25,338.46,2023-04-09,2025-02-27,1,0,1,4,2.75,4.0,6,app,Medio,false,false,2026-05-16
61221290-0b30-45d9-a58c-5699c90bfb9d,Beatriz Yokoyama,byokoyama508@hotmail.com,+559524664867,2022-01-22,Brasília,Distrito Federal,web,6,6,0,0,0,11094.05,1849.01,2023-03-11,2025-03-22,1,0,1,4,3.0,6.5,9,web,Alto,false,false,2026-05-16
65e26f3e-d53b-4399-9c7b-66b9db3b0f40,Ivan Queiroz,iqueiroz418@gmail.com,+559921476657,2021-03-15,São Paulo,São Paulo,web,6,6,0,0,0,14496.72,2416.12,2023-05-08,2025-03-17,0,0,0,,,,8,web,Alto,false,false,2026-05-16
257f5f81-be57-4669-85f8-920279426def,Raquel Werneck,raquel.werneck650@yahoo.com,+551297876442,2021-09-18,Jaboatão dos Guararapes,Pernambuco,web,15,14,0,0,1,11053.50,736.90,2023-09-27,2025-08-14,2,0,2,10,4.3,7.9,7,app,Alto,false,false,2026-05-16
6a1e3aea-6c33-4248-b5e1-d8c9ebba972f,Wesley Nagata,wesley_nagata@gmail.com,+557423014630,2024-02-07,Barra do Bugres,Mato Grosso,indicacao,5,5,0,0,0,2898.86,579.77,2023-03-15,2025-07-29,1,0,1,1,2.0,2.0,5,web,Medio,false,false,2026-05-16
eaae2c5a-67f5-4a48-87c3-d77109746646,Lucas Figueiredo,lucas166@yahoo.com,+551538758848,2020-04-21,Bahia,Salvador,web,10,9,0,0,1,42243.63,4224.36,2023-03-25,2025-08-18,0,0,0,7,3.57,7.5,11,web,Alto,false,false,2026-05-16
93253759-86b5-4e71-ae51-ba0c752b174b,Tereza Neves,tereza_neves@yahoo.com,+559324779091,2018-09-17,São Leopoldo,Rio Grande do Sul,web,7,6,0,1,0,7528.21,1075.46,2023-11-19,2025-10-21,0,0,0,3,3.67,8.33,4,web,Alto,false,false,2026-05-16
71114b8a-a20e-46dc-99a6-d828f38f1e3e,Veronica Dias,vdias543@hotmail.com,+556845252154,2023-07-10,Lagoa de Dentro,Paraíba,web,6,6,0,0,0,5107.09,851.18,2023-03-26,2024-12-18,0,0,0,3,3.33,7.67,5,app,Alto,false,false,2026-05-16
4f93babc-bbd8-44b6-9e73-764604b61b22,Barbara Otero,barbara.otero960@yahoo.com,+558691567463,2022-09-15,Várzea,Rio Grande do Norte,web,8,6,0,1,1,5957.93,744.74,2023-03-21,2025-08-02,1,0,1,2,4.0,8.5,11,web,Alto,false,false,2026-05-16
cc0f1236-bb93-4add-b52b-c07c096a3980,Francielly Ulhoa,francielly576@hotmail.com,+559118082294,2019-10-22,São Paulo,São Paulo,web,3,2,0,1,0,1537.72,512.57,2024-11-19,2025-10-22,1,0,1,2,3.5,6.5,4,app,Medio,false,false,2026-05-16
bb7ef857-5f08-4cf4-b5af-97cb2c0050b8,Noemi Ortiz,noemi371hotmail.com,+557141086262,2021-08-11,São Paulo,São Paulo,app,8,6,0,2,0,12055.12,1506.89,2023-05-08,2025-10-19,1,0,1,3,3.67,6.33,14,web,Alto,false,false,2026-05-16
6970ab99-78ab-4be7-b635-83ce4ee76e52,Nicolas Queiroz,nicolas_queirozyahoo.com.br,+558645791204,2021-04-28,Araguatins,Tocantins,web,6,6,0,0,0,23663.33,3943.89,2023-03-20,2024-09-30,1,0,1,4,3.25,6.75,7,mobile,Alto,false,false,2026-05-16
589cd870-64f8-4ace-bac0-fd342023eac7,Melissa Nagata,melissa_nagata@yahoo.com,+553498586948,2018-10-10,Recife,Pernambuco,web,2,2,0,0,0,5380.85,2690.43,2025-11-13,2026-04-08,1,0,1,,,,8,app,Alto,true,false,2026-05-16
f14ee1bc-24aa-4c4f-aa52-5a12ef0ef010,Sandra Xerez,sandra.xerez425@gmail.com,+558572223098,2019-04-06,Teresina,Piauí,app,5,5,0,0,0,2479.26,495.85,2023-08-22,2025-06-20,0,0,0,3,4.67,8.33,7,web,Medio,false,false,2026-05-16
1fd5937f-e782-4321-aaba-1b78c9802526,Marcelo Viana,marcelo_viana@hotmail.com,+558895987100,2024-10-07,Valença,Bahia,web,4,4,0,0,0,2403.24,600.81,2024-02-21,2025-01-05,0,0,0,1,3.0,6.0,8,web,Medio,false,false,2026-05-16
894c31f0-0b60-496e-a2ca-a190ffe84e52,Nadia Moura,nadia_moura@yahoo.com,+558725780772,2022-08-06,Carinhanha,Bahia,app,10,8,2,0,0,6641.39,664.14,2023-02-10,2026-02-01,1,0,1,3,4.0,7.0,6,web,Alto,false,false,2026-05-16
